# Constructed from biom file
OTU ID	CR40-2002_044w-taxa	CR40-2004_044w-taxa	CR40-2005_044w-taxa	CR40-2006_044w-taxa	CR40-2007_044w-taxa	CR40-2008_044w-taxa	CR40-2010_044w-taxa	AL-0004_044w-taxa	AL-0005_044w-taxa	AL-0006_044w-taxa	AL-0007_044w-taxa	AL-0008_044w-taxa	AL-0010_044w-taxa	AL-0012_044w-taxa	AL-0014_044w-taxa	AL-0015_044w-taxa	Consensus Lineage
2496836	0.0	2.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__cyaneochromogenes
53451	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	4.0	2.0	2.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__rutgersensis
1890	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	2.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__antibioticus
1885	3.0	4.0	0.0	1.0	4.0	1.0	1.0	0.0	1.0	1.0	5.0	2.0	3.0	2.0	3.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__actuosus
2599401	0.0	3.0	0.0	1.0	4.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__qinzhouensis
83656	3.0	8.0	8.0	6.0	12.0	7.0	8.0	3.0	3.0	0.0	5.0	2.0	10.0	4.0	5.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__tsukubensis
67304	0.0	0.0	1.0	1.0	0.0	5.0	1.0	1.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__griseorubiginosus
362257	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	5.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__vietnamensis
67267	1.0	3.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	2.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__alboflavus
1915	2.0	1.0	5.0	2.0	14.0	7.0	2.0	2.0	1.0	0.0	3.0	0.0	3.0	2.0	5.0	5.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__lincolnensis
285570	0.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	1.0	3.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__asterosporus
68214	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__griseochromogenes
33899	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__galilaeus
33903	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__avermitilis
38300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__pristinaespiralis
1960	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__vinaceus
42684	2.0	5.0	22.0	1.0	6.0	2.0	1.0	4.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__collinus
68270	0.0	2.0	0.0	0.0	5.0	0.0	1.0	2.0	1.0	0.0	7.0	4.0	2.0	5.0	3.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__spectabilis
1535768	0.0	3.0	4.0	2.0	8.0	3.0	0.0	3.0	3.0	1.0	1.0	1.0	2.0	3.0	1.0	10.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__lunaelactis
68246	0.0	2.0	1.0	1.0	1.0	2.0	3.0	1.0	3.0	0.0	4.0	0.0	2.0	2.0	1.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__olivoreticuli
2686304	1.0	2.0	8.0	3.0	9.0	16.0	3.0	8.0	0.0	0.0	2.0	0.0	6.0	1.0	1.0	13.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__broussonetiae
68278	1.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	3.0	0.0	3.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__tuirus
68280	1.0	5.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	1.0	1.0	4.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__violaceusniger
68570	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__albulus
173860	0.0	3.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	4.0	1.0	2.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__rectiverticillatus
188770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__koyangensis
193462	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__niveus
285450	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__roseochromogenus
1977088	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__ficellus
1355015	0.0	0.0	4.0	0.0	3.0	2.0	2.0	4.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__pluripotens
47716	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__olivaceus
28894	0.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__nitrosporeus
1969	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__chartreusis
553510	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__gilvosporeus
146922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__griseofuscus
1912	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__hygroscopicus
1616117	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__formicae
36818	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__subrutilus
29303	0.0	1.0	1.0	0.0	6.0	3.0	2.0	2.0	1.0	1.0	2.0	0.0	2.0	2.0	3.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__cattleya
45398	0.0	1.0	0.0	1.0	5.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	6.0	1.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__griseoviridis
1077946	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__hundungensis
66871	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__aureoverticillatus
67258	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__cavourensis
2174846	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__tirandamycinicus
2282738	1.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	3.0	1.0	2.0	2.0	8.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__paludis
68202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__fulvissimus
68192	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__cyaneogriseus
1967	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__kanamyceticus
1935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__violaceoruber
2653200	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__phaeolivaceus
2662397	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__fagopyri
2063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Kitasatospora; s__
2018025	0.0	2.0	0.0	2.0	0.0	1.0	2.0	0.0	1.0	0.0	3.0	1.0	1.0	1.0	1.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Kitasatospora; s__sp. MMS16-BH015
2742135	0.0	1.0	1.0	0.0	7.0	4.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Kitasatospora; s__sp. NA04385
1894	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Kitasatospora; s__aureofaciens
2066	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	3.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Kitasatospora; s__setae
68173	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Kitasatospora; s__albolonga
2126346	1.0	0.0	9.0	5.0	4.0	4.0	5.0	5.0	2.0	0.0	6.0	2.0	3.0	1.0	3.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptacidiphilus; s__bronchialis
2704468	1.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	3.0	3.0	3.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptacidiphilus; s__sp. P02-A3a
85009	3.0	3.0	2.0	0.0	8.0	7.0	1.0	3.0	6.0	0.0	3.0	3.0	12.0	5.0	12.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__; g__; s__
31957	2.0	0.0	0.0	0.0	7.0	1.0	2.0	0.0	0.0	0.0	4.0	3.0	6.0	5.0	1.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__; s__
1871034	4.0	78.0	9.0	8.0	35.0	53.0	17.0	9.0	15.0	4.0	35.0	77.0	26.0	21.0	10.0	20.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionimicrobium; s__sp. Marseille-P3275
1912215	0.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	5.0	1.0	2.0	2.0	2.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Acidipropionibacterium; s__
1749	1.0	9.0	7.0	1.0	2.0	4.0	3.0	4.0	5.0	2.0	3.0	2.0	7.0	3.0	4.0	5.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Acidipropionibacterium; s__jensenii
1748	1.0	5.0	1.0	3.0	7.0	5.0	1.0	2.0	2.0	3.0	7.0	2.0	8.0	4.0	4.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Acidipropionibacterium; s__acidipropionici
2057246	1.0	4.0	0.0	1.0	4.0	2.0	0.0	0.0	5.0	0.0	3.0	3.0	3.0	3.0	8.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Acidipropionibacterium; s__virtanenii
119981	2.0	6.0	2.0	3.0	15.0	6.0	6.0	2.0	5.0	1.0	8.0	10.0	7.0	5.0	8.0	5.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionibacterium; s__australiense
556499	2.0	1.0	7.0	6.0	13.0	7.0	7.0	7.0	2.0	0.0	7.0	3.0	8.0	4.0	5.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionibacterium; s__acidifaciens
1744	7.0	8.0	4.0	8.0	10.0	7.0	1.0	3.0	6.0	3.0	9.0	6.0	5.0	5.0	9.0	6.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionibacterium; s__freudenreichii
671223	1.0	4.0	6.0	6.0	4.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	6.0	8.0	0.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionibacterium; s__sp. oral taxon 193
72763	1.0	1.0	1.0	5.0	11.0	3.0	7.0	0.0	3.0	0.0	4.0	1.0	3.0	4.0	4.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Tessaracoccus; s__
1610493	0.0	3.0	5.0	2.0	2.0	2.0	0.0	1.0	1.0	0.0	4.0	3.0	5.0	3.0	2.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Tessaracoccus; s__flavus
2161816	5.0	5.0	3.0	2.0	10.0	7.0	4.0	1.0	3.0	0.0	2.0	4.0	7.0	2.0	9.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Tessaracoccus; s__timonensis
1332264	0.0	3.0	0.0	1.0	6.0	3.0	0.0	0.0	4.0	1.0	7.0	3.0	5.0	4.0	10.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Tessaracoccus; s__aquimaris
1285901	1.0	8.0	2.0	3.0	15.0	6.0	6.0	1.0	5.0	1.0	5.0	3.0	6.0	9.0	3.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Tessaracoccus; s__defluvii
2714937	3.0	3.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0	1.0	2.0	4.0	0.0	6.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propioniciclava; s__sp. HDW11
33010	0.0	1.0	1.0	0.0	2.0	7.0	2.0	0.0	1.0	0.0	5.0	5.0	3.0	0.0	0.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__avidum
33011	3.0	0.0	2.0	2.0	1.0	3.0	2.0	1.0	0.0	0.0	1.0	2.0	4.0	1.0	3.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__granulosum
1747	1.0	2.0	7.0	0.0	7.0	9.0	87.0	2.0	0.0	4.0	12.0	3.0	8.0	0.0	3.0	8.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__acnes
2672569	0.0	3.0	0.0	2.0	2.0	3.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus; s__sp. Gsoil 973
2596828	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	3.0	0.0	4.0	0.0	2.0	0.0	2.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus; s__sp. KUDC0627
29405	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	5.0	1.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus; s__phosphovorus
630515	1.0	2.0	0.0	2.0	9.0	3.0	4.0	1.0	5.0	0.0	12.0	2.0	4.0	3.0	1.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus; s__soli
675864	0.0	4.0	0.0	1.0	3.0	3.0	0.0	1.0	4.0	0.0	0.0	0.0	3.0	2.0	5.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Auraticoccus; s__monumenti
2662261	2.0	6.0	1.0	2.0	7.0	0.0	0.0	0.0	2.0	3.0	4.0	3.0	4.0	1.0	4.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Raineyella; s__sp. CBA3103
1750	0.0	4.0	8.0	9.0	2.0	2.0	7.0	2.0	3.0	1.0	1.0	2.0	10.0	2.0	2.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Pseudopropionibacterium; s__propionicum
85015	2.0	1.0	2.0	8.0	7.0	14.0	4.0	4.0	0.0	1.0	2.0	4.0	6.0	3.0	7.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__; s__
1839	0.0	0.0	1.0	0.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__
2045452	1.0	3.0	1.0	1.0	4.0	2.0	0.0	3.0	2.0	2.0	4.0	3.0	1.0	0.0	3.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. 78
2582905	9.0	14.0	2.0	3.0	39.0	17.0	10.0	1.0	6.0	1.0	5.0	4.0	14.0	7.0	5.0	5.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. S-1144
110319	2.0	1.0	5.0	4.0	3.0	3.0	2.0	4.0	2.0	0.0	0.0	2.0	4.0	0.0	3.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. CF8
2486272	2.0	0.0	4.0	3.0	5.0	4.0	3.0	1.0	0.0	3.0	6.0	2.0	1.0	1.0	4.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. WS12
2558918	1.0	5.0	0.0	1.0	6.0	1.0	0.0	0.0	1.0	1.0	6.0	3.0	2.0	2.0	3.0	6.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. SB3-45
2714939	2.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	4.0	1.0	4.0	1.0	1.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. HDW12B
2736757	0.0	7.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	3.0	2.0	3.0	0.0	5.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. MC1495
2592334	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. JQ2195
2483798	4.0	3.0	0.0	0.0	3.0	2.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. 603
2575373	1.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. dk3136
2589074	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. KUDC 5002
450734	0.0	1.0	2.0	0.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__dokdonensis
419476	1.0	6.0	0.0	0.0	4.0	2.0	2.0	1.0	0.0	1.0	6.0	1.0	2.0	4.0	4.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__marinisabuli
